0,856.54
1,574.75
2,367.63
3,1622.34
4,1153.15
5,255.74
6,1368.21
7,740.83
8,955.84
9,492.31
10,251.84
11,220.57
12,1560.02
13,318.98
14,807.13
15,970.9
16,476.32
17,1827.29
18,319.04
19,625.93
20,122.69
21,638.72
22,164.95
23,523.64
24,421.34
25,267.66
26,702.66
27,511.49
28,829.89
29,572.87
30,156.64
31,127.23
32,280.68
33,1194.96
34,638.08
35,159.2
36,234.65
37,625.93
38,312.45
39,562
40,248.71
41,958.4
42,334.38
43,436.04
44,638.72
45,907.25
46,235.92
47,830.53
48,408.55
49,297.94
50,203.96
51,537.7
52,254.78
53,705.21
54,245.51
55,490.9
56,280.68
57,374.79
58,1565.79
59,265.33
60,830.53
61,562
62,382.98
63,601.64
64,441.16
65,1267.85
66,280.48
67,146.41
68,351.01
69,606.75
70,696.26
71,610.59
72,556.24
73,700.1
74,248.71
75,606.75
76,331.83
77,546.65
78,338.86
79,624.65
80,700.84
81,965.43
82,549.85
83,255.1
84,252.55
85,862.5
86,446.91
87,382.97
88,926.43
89,1054.3
90,446.91
91,440.52
92,765.31
93,764.04
94,670.69
95,541.54
96,383.55
97,310.09
98,368.91
99,798.56
100,459.7
101,223.14
102,413.67
103,715.44
104,856.74
105,421.34
106,265.27
107,762.76
108,830.53
109,946.25
110,806.87
111,881.68
112,894.46
113,461.62
114,1041.52
115,894.46
116,693.07
117,722.69
118,360.6
119,714.8
120,306.25
121,1433.13
122,402.16
123,812.63
124,288.35
125,165.59
126,519.16
127,177.74
128,892.55
129,593.33
130,408.54
131,287.07
132,565.19
133,365.71
134,382.34
135,631.69
136,161.35
137,599.72
138,319.04
139,446.91
140,418.78
141,713.54
142,555.6
143,384.89
144,235.92
145,702.66
146,1287.67
147,219.94
148,1297.26
149,285.79
150,798.73
151,574.78
152,318.4
153,1208.39
154,691.79
155,395.76
156,402.16
157,840.76
158,670.69
159,285.79
160,257.66
161,514.68
162,465.45
163,689.87
164,222.5
165,1150.21
166,232.41
167,678.03
168,546.01
169,482.08
170,862.5
171,446.91
172,197.56
173,312.65
174,590.13
175,293.47
176,287.07
177,1789.57
178,519.8
179,958.4
180,670.69
181,894.46
182,1182.18
183,507.01
184,766.59
185,990.37
186,1532.55
187,498.06
188,632.33
189,693.71
190,1805.55
191,166.23
192,639.3
193,446.27
194,536.42
195,584.38
196,3899.46
197,613.15
198,881.68
199,668.13
200,1179.62
201,315.2
202,474.41
203,1118.24
204,1953.24
205,893.83
206,280.68
207,1246.11
208,926.43
209,381.7
210,498.06
211,899.58
212,223.14
213,351.01
214,958.4
215,595.81
216,376.58
217,659.18
218,734.62
219,817.74
220,433.07
221,574.78
222,871.45
223,507.65
224,1570.49
225,531.95
226,549.22
227,491.67
228,569.67
229,811.35
230,255.1
231,210.99
232,958.4
233,549.21
234,440.52
235,574.78
236,249.35
237,367.63
238,2487.11
239,540.9
240,376.58
241,732.07
242,568.39
243,562
244,689.87
245,629.77
246,357.4
247,1917.44
248,431.57
249,1304.29
250,523.64
251,1150.21
252,299.86
253,1182.18
254,448.83
255,606.75
256,285.09
257,677.08
258,1597.76
259,1086.27
260,730.15
261,283.88
262,461.62
263,420.06
264,361.24
265,510.85
266,958.4
267,298.58
268,650.87
269,562.64
270,1252.44
271,990.37
272,469.97
273,1597.76
274,519.16
275,455.91
276,702.66
277,476.32
278,312.65
279,542.82
280,549.21
281,273.65
282,530.03
283,370.19
284,608.03
285,421.34
286,701.38
287,624.65
288,753.81
289,421.34
290,127.23
291,758.92
292,312.65
293,1169.39
294,472.49
295,830.53
296,625.93
297,1844.46
298,319.04
299,938.58
300,325.43
301,1356.72
302,414.94
303,351.01
304,808.79
305,230.16
306,1262.74
307,666.85
308,523.64
309,299.86
310,638.72
311,1597.76
312,1342.02
313,299.86
314,175.82
315,539.62
316,1565.79
317,294.04
318,626.57
319,310.09
320,826.05
321,376.58
322,699.46
323,576.7
324,421.34
325,186.69
326,351.01
327,671.26
328,853.55
329,1687.27
330,766.59
331,602.92
332,852.91
333,287.07
334,638.72
335,810.71
336,670.69
337,731.43
338,175.82
339,730.63
340,175.76
341,574.78
342,457.78
343,1342.02
344,1009.55
345,721.84
346,178.38
347,1028.07
348,239.76
349,423.9
350,1296.25
351,833.73
352,900.86
353,1111.38
354,897.02
355,620.75
356,205.87
357,638.72
358,356.36
359,912.37
360,280.68
361,604.2
362,459.7
363,408.55
364,319.04
365,248.71
366,693.71
367,517.24
368,574.78
369,1118.88
370,702.66
371,272.37
372,1405.95
373,312.65
374,555.61
375,312.64
376,353.57
377,197.56
378,182.86
379,540.9
380,761.48
381,257.98
382,1058.14
383,702.66
384,1118.18
385,1459.02
386,351.01
387,875.28
388,1365.03
389,1604.15
390,664.3
391,1017.22
392,443.71
393,862.5
394,497.98
395,319.04
396,786.13
397,599.72
398,1733.94
399,1678.32
400,195.64
401,977.58
402,731.75
403,562
404,1437.92
405,1197.52
406,1116.96
407,1074.12
408,261.5
409,194.65
410,1230.77
411,1242.28
412,299.86
413,504.46
414,593.33
415,382.91
416,440.52
417,959.04
418,345.22
419,777.07
420,1214.14
421,287.07
422,912.37
423,381.7
424,1789.57
425,741.02
426,730.4
427,702.66
428,1278.08
429,191.17
430,171.99
431,645.75
432,382.98
433,1563.24
434,1565.79
435,1083.72
436,221.86
437,1405.95
438,1522.96
439,357.4
440,331.83
441,478.88
442,913.65
443,223.14
444,702.66
445,753.81
446,282.47
447,1274.24
448,657.1
449,1655.3
450,376.58
451,1262.74
452,980.78
453,859.94
454,625.93
455,306.25
456,1308.13
457,632.33
458,1150.21
459,409.13
460,347.81
461,278.12
462,478.88
463,510.85
464,1336.26
465,194.37
466,299.86
467,485.27
468,1086.27
469,1187.93
470,1278.08
471,737.82
472,815.18
473,1177.61
474,830.53
475,473.13
476,1539.58
477,872.09
478,431.57
479,1069.01
480,806.87
481,375.05
482,464.18
483,159.14
484,361.24
485,670.69
486,1494.82
487,1214.14
488,1149.57
489,1246.75
490,647.03
491,1789.57
492,863.14
493,370.19
494,811.35
495,702.66
496,574.72
497,1118.24
498,606.75
499,582.46
500,217.38
501,395.76
502,1022.34
503,191.17
504,169.43
505,606.75
506,782.58
507,391.93
508,845.87
509,734.62
510,574.78
511,408.55
512,534.5
513,779.53
514,895.07
515,156.64
516,333.41
517,1897.62
518,568.39
519,961.6
520,894.46
521,894.46
522,818.21
523,440.52
524,568.39
525,856.74
526,510.85
527,293.47
528,374.03
529,880.4
530,1926.24
531,549.85
532,830.53
533,235.92
534,1054.3
535,875.28
536,509.83
537,255.1
538,1150.21
539,549.21
540,894.46
541,470.49
542,732.07
543,510.21
544,223.14
545,451.07
546,501.9
547,295.61
548,253.83
549,1105.45
550,319.04
551,714.16
552,1725.63
553,347.91
554,818.38
555,143.22
556,163.04
557,606.75
558,363.73
559,395.06
560,223.14
561,402.8
562,1256.34
563,1917.44
564,536.42
565,1022.34
566,613.15
567,472.49
568,219.94
569,632.97
570,1189.84
571,248.71
572,414.94
573,530.67
574,437.96
575,159.2
576,1192.41
577,1702.62
578,1744.81
579,478.89
580,248.71
581,644.81
582,459.7
583,982.95
584,188.61
585,1501.86
586,957.76
587,1069.65
588,389.37
589,1131.67
590,472.49
591,606.75
592,385.53
593,1086.27
594,338.22
595,293.47
596,1294.7
597,942.42
598,1067.73
599,1127.19
600,779.38
601,427.4
602,210.35
603,1405.95
604,297.3
605,1469.89
606,894.46
607,360.6
608,830.53
609,223.14
610,3132.22
611,562
612,283.81
613,229.53
614,555.6
615,746.77
616,363.8
617,888.07
618,1449.98
619,242.32
620,718.64
621,936.66
622,496.14
623,510.85
624,595.88
625,574.78
626,152.81
627,299.22
628,408.56
629,1163.64
630,1214.78
631,945.61
632,530.03
633,370.19
634,255.1
635,579.66
636,1194.96
637,159.2
638,1123.62
639,1533.82
640,709.05
641,333.04
642,1566.43
643,747.41
644,287.71
645,175.18
646,587.57
647,1661.7
648,775.54
649,1012.75
650,1789.57
651,453.31
652,927.01
653,761.99
654,233.3
655,680.28
656,587.57
657,725.67
658,764.67
659,2012.3
660,785.77
661,267.89
662,342.06
663,344.62
664,950.58
665,318.4
666,610.59
667,476.32
668,804.31
669,263.42
670,1194.23
671,522.96
672,661.1
673,223.14
674,446.91
675,827.33
676,725.67
677,316.48
678,1469.89
679,830.53
680,638.02
681,267.89
682,1311.33
683,446.91
684,958.4
685,1799
686,391.68
687,348.88
688,363.8
689,203.32
690,239.76
691,446.91
692,1219.89
693,1655.94
694,622.1
695,171.99
696,1118.24
697,427.73
698,1200.08
699,440.52
700,523.64
701,255.1
702,274.29
703,397.33
704,287.71
705,508.29
706,638.72
707,1186.01
708,761.48
709,418.79
710,798.56
711,696.26
712,464.18
713,190.53
714,912.15
715,547.98
716,753.81
717,190.53
718,169.43
719,767.23
720,1078.37
721,534.89
722,958.4
723,2339.67
724,862.16
725,313.22
726,459.7
727,414.94
728,376.92
729,312.65
730,1237.16
731,414.94
732,415.58
733,357.4
734,613.79
735,498.06
736,1546.61
737,421.34
738,1339.13
739,262.65
740,771.71
741,425.17
742,981.42
743,638.72
744,2109.25
745,210.99
746,1054.3
747,344.62
748,720.37
749,2806.15
750,303.7
751,1214.78
752,370.19
753,700.74
754,543.39
755,766.59
756,702.66
757,998.04
758,1834.32
759,382.98
760,670.05
761,1188.57
762,996.76
763,721.84
764,542.82
765,418.78
766,300.72
767,702.66
768,1022.34
769,190.53
770,755.26
771,1150.21
772,652.15
773,702.66
774,795.36
775,536.42
776,1515.28
777,406.63
778,1853.5
779,372.04
780,2294.54
781,1502.5
782,1127.83
783,210.35
784,1469.89
785,1209.03
786,696.26
787,638.72
788,1469.89
789,629.77
790,856.1
791,129.73
792,1259.54
793,613.15
794,744.85
795,1489.71
796,191.17
797,517.88
798,862.5
799,472.49
800,1320.21
801,702.66
802,958.4
803,1118.24
804,475.68
805,888.07
806,498.7
807,402.16
808,1073.49
809,389.37
810,1118.24
811,1544.05
812,958.4
813,614.42
814,504.97
815,1188.57
816,1150.21
817,246.15
818,1601.61
819,482.72
820,313.22
821,696.9
822,1597.76
823,766.59
824,1198.8
825,319.04
826,868.25
827,374.03
828,226.97
829,395.76
830,3515.84
831,1342.02
832,331.83
833,758.28
834,1054.94
835,1773.99
836,1546.61
837,427.73
838,207.79
839,377.22
840,1150.21
841,1964.68
842,581.82
843,456.5
844,1195.6
845,472.49
846,393.21
847,655.98
848,1455.82
849,938.58
850,191.17
851,1214.14
852,553.05
853,1216.7
854,503.18
855,604.2
856,287.07
857,1636.12
858,414.94
859,299.86
860,543.88
861,862.5
862,821.58
863,650.23
864,1432.17
865,581.82
866,700.1
867,1246.75
868,576.7
869,1136.78
870,674.52
871,306.25
872,887.43
873,469.93
874,1182.18
875,1080.52
876,255.1
877,597.8
878,583.42
879,536.42
880,1086.91
881,437.83
882,222.5
883,427.73
884,235.92
885,1150.21
886,291.36
887,875.86
888,189.89
889,242.32
890,808.79
891,894.46
892,1086.27
893,1150.21
894,1693.66
895,943.06
896,593.97
897,575.42
898,392.57
899,597.8
900,1287.1
